app,usage,start_time,end_time,created_at,tz,device_model
com.apple.finder,1,1736213001,1736213002,1736213003,-21600,MacBook
com.microsoft.VSCode,0,1736213001,1736213001,1736213002,-21600,MacBook
com.google.Chrome,3,1736212998,1736213001,1736213001,-21600,MacBook
com.apple.finder,2,1736212996,1736212998,1736212999,-21600,MacBook
com.microsoft.VSCode,1,1736212995,1736212996,1736212997,-21600,MacBook
com.google.Chrome,9,1736212986,1736212995,1736212996,-21600,MacBook
com.microsoft.VSCode,1,1736212985,1736212986,1736212987,-21600,MacBook
com.apple.finder,3,1736212982,1736212985,1736212986,-21600,MacBook
com.google.Chrome,66,1736212916,1736212982,1736212983,-21600,MacBook
com.microsoft.VSCode,4,1736212912,1736212916,1736212917,-21600,MacBook
com.google.Chrome,17,1736212895,1736212912,1736212913,-21600,MacBook
com.apple.finder,5,1736212890,1736212895,1736212896,-21600,MacBook
com.google.Chrome,124,1736212766,1736212890,1736212891,-21600,MacBook
com.microsoft.VSCode,2,1736212764,1736212766,1736212766,-21600,MacBook
com.google.Chrome,7,1736212757,1736212764,1736212764,-21600,MacBook
com.microsoft.VSCode,4,1736212753,1736212757,1736212758,-21600,MacBook
com.google.Chrome,4,1736212749,1736212753,1736212754,-21600,MacBook
com.microsoft.VSCode,2,1736212747,1736212749,1736212749,-21600,MacBook
com.google.Chrome,2,1736212745,1736212747,1736212747,-21600,MacBook
com.microsoft.VSCode,2,1736212743,1736212745,1736212745,-21600,MacBook
com.google.Chrome,29,1736212714,1736212743,1736212743,-21600,MacBook
com.microsoft.VSCode,14,1736212700,1736212714,1736212714,-21600,MacBook
com.google.Chrome,3,1736212697,1736212700,1736212701,-21600,MacBook
com.microsoft.VSCode,7,1736212690,1736212697,1736212698,-21600,MacBook
com.google.Chrome,3,1736212687,1736212690,1736212691,-21600,MacBook
com.apple.finder,1,1736212686,1736212687,1736212688,-21600,MacBook
com.microsoft.VSCode,27,1736212659,1736212686,1736212687,-21600,MacBook
com.google.Chrome,14,1736212645,1736212659,1736212660,-21600,MacBook
com.microsoft.VSCode,12,1736212633,1736212645,1736212646,-21600,MacBook
com.google.Chrome,26,1736212607,1736212633,1736212633,-21600,MacBook
com.apple.finder,2,1736212605,1736212607,1736212607,-21600,MacBook
com.google.Chrome,2,1736212603,1736212605,1736212605,-21600,MacBook
com.microsoft.VSCode,3,1736212600,1736212603,1736212604,-21600,MacBook
com.apple.finder,6,1736212594,1736212600,1736212601,-21600,MacBook
com.microsoft.VSCode,48,1736212546,1736212594,1736212595,-21600,MacBook
com.apple.finder,3,1736212543,1736212546,1736212547,-21600,MacBook
com.microsoft.VSCode,1,1736212542,1736212543,1736212544,-21600,MacBook
com.google.Chrome,77,1736212465,1736212542,1736212542,-21600,MacBook
com.microsoft.Outlook,2,1736212463,1736212465,1736212465,-21600,MacBook
com.google.Chrome,2,1736212461,1736212463,1736212464,-21600,MacBook
com.microsoft.Outlook,6,1736212455,1736212461,1736212461,-21600,MacBook
com.microsoft.VSCode,0,1736212455,1736212455,1736212456,-21600,MacBook
com.google.Chrome,71,1736212384,1736212455,1736212456,-21600,MacBook
com.microsoft.VSCode,1,1736212383,1736212384,1736212385,-21600,MacBook
com.google.Chrome,2,1736212381,1736212383,1736212384,-21600,MacBook
com.microsoft.VSCode,0,1736212381,1736212381,1736212382,-21600,MacBook
com.apple.finder,8,1736212373,1736212381,1736212381,-21600,MacBook
com.google.Chrome,119,1736212254,1736212373,1736212373,-21600,MacBook
com.microsoft.Excel,7,1736212247,1736212254,1736212254,-21600,MacBook
com.apple.finder,2,1736212245,1736212247,1736212248,-21600,MacBook
com.microsoft.Excel,18,1736212227,1736212245,1736212245,-21600,MacBook
com.apple.finder,3,1736212224,1736212227,1736212228,-21600,MacBook
com.google.Chrome,3,1736212221,1736212224,1736212225,-21600,MacBook
com.microsoft.Excel,2,1736212219,1736212221,1736212222,-21600,MacBook
com.google.Chrome,2,1736212217,1736212219,1736212219,-21600,MacBook
com.apple.finder,25,1736212192,1736212217,1736212218,-21600,MacBook
com.google.Chrome,212,1736211980,1736212192,1736212192,-21600,MacBook
com.apple.finder,6,1736211845,1736211851,1736211852,-21600,MacBook
com.google.Chrome,441,1736211404,1736211845,1736211846,-21600,MacBook
com.apple.finder,1,1736211403,1736211404,1736211405,-21600,MacBook
com.microsoft.Outlook,13,1736211390,1736211403,1736211403,-21600,MacBook
com.apple.finder,0,1736211390,1736211390,1736211391,-21600,MacBook
com.google.Chrome,129,1736211261,1736211390,1736211391,-21600,MacBook
com.apple.finder,1,1736211260,1736211261,1736211262,-21600,MacBook
com.tencent.xinWeChat,38,1736211222,1736211260,1736211260,-21600,MacBook
com.apple.finder,0,1736211222,1736211222,1736211223,-21600,MacBook
com.google.Chrome,4,1736211218,1736211222,1736211223,-21600,MacBook
com.apple.finder,2,1736211216,1736211218,1736211219,-21600,MacBook
com.google.Chrome,2,1736211214,1736211216,1736211217,-21600,MacBook
com.apple.finder,2,1736211212,1736211214,1736211215,-21600,MacBook
com.google.Chrome,57,1736211155,1736211212,1736211212,-21600,MacBook
com.apple.Notes,1,1736211154,1736211155,1736211156,-21600,MacBook
com.google.Chrome,1,1736211153,1736211154,1736211155,-21600,MacBook
com.apple.clock,1,1736211152,1736211153,1736211154,-21600,MacBook
com.google.Chrome,242,1736210910,1736211152,1736211153,-21600,MacBook
com.google.Chrome,652,1736209963,1736210615,1736210616,-21600,MacBook
com.google.Chrome,302,1736209193,1736209495,1736209496,-21600,MacBook
com.google.Chrome,365,1736208308,1736208673,1736208673,-21600,MacBook
com.apple.clock,17,1736208291,1736208308,1736208309,-21600,MacBook
com.google.Chrome,2,1736208289,1736208291,1736208292,-21600,MacBook
com.apple.clock,1,1736208288,1736208289,1736208289,-21600,MacBook
com.apple.finder,4,1736208284,1736208288,1736208289,-21600,MacBook
com.google.Chrome,760,1736207524,1736208284,1736208284,-21600,MacBook
com.tencent.xinWeChat,36,1736207488,1736207524,1736207524,-21600,MacBook
com.apple.Preview,0,1736207488,1736207488,1736207489,-21600,MacBook
com.google.Chrome,17,1736207471,1736207488,1736207489,-21600,MacBook
com.ubercab.UberEats,1,1736207374,1736207375,1736207376,-21600,iPhone
com.ubercab.UberEats,2,1736207336,1736207338,1736207338,-21600,iPhone
com.ubercab.UberEats,7,1736207135,1736207142,1736207142,-21600,iPhone
com.ubercab.UberEats,23,1736207104,1736207127,1736207128,-21600,iPhone
com.ubercab.UberEats,28,1736207064,1736207092,1736207093,-21600,iPhone
com.ubercab.UberEats,8,1736206972,1736206980,1736206981,-21600,iPhone
tv.danmaku.bilianime,3,1736206967,1736206970,1736206970,-21600,iPhone
tv.danmaku.bilianime,14,1736206753,1736206767,1736206768,-21600,iPhone
com.apple.MobileSMS,4,1736206746,1736206750,1736206750,-21600,iPhone
com.ubercab.UberEats,35,1736206708,1736206743,1736206744,-21600,iPhone
com.ubercab.UberEats,33,1736206663,1736206696,1736206697,-21600,iPhone
com.apple.mobilenotes,5,1736206656,1736206661,1736206662,-21600,iPhone
com.apple.camera,2,1736206656,1736206658,1736206660,-21600,iPhone
com.apple.mobilenotes,2,1736206236,1736206238,1736206238,-21600,iPhone
com.apple.mobilenotes,5,1736206194,1736206199,1736206199,-21600,iPhone
com.apple.mobilenotes,37,1736206041,1736206078,1736206079,-21600,iPhone
com.tencent.xin,6,1736206008,1736206014,1736206015,-21600,iPhone
com.tencent.xin,46,1736205927,1736205973,1736205974,-21600,iPhone
com.microsoft.Office.Outlook,7,1736205918,1736205925,1736205926,-21600,iPhone
com.apple.MobileSMS,4,1736205914,1736205918,1736205919,-21600,iPhone
com.xingin.discover,3,1736205910,1736205913,1736205914,-21600,iPhone
com.zimride.instant,6,1736205904,1736205910,1736205910,-21600,iPhone
com.zimride.instant,18,1736205793,1736205811,1736205812,-21600,iPhone
com.google.Chrome,113,1736205670,1736205783,1736205784,-21600,MacBook
com.zimride.instant,4,1736205713,1736205717,1736205717,-21600,iPhone
com.zimride.instant,66,1736205605,1736205671,1736205672,-21600,iPhone
com.xingin.discover,81,1736205524,1736205605,1736205605,-21600,iPhone
com.zimride.instant,2,1736205522,1736205524,1736205525,-21600,iPhone
com.xingin.discover,127,1736205395,1736205522,1736205522,-21600,iPhone
com.zimride.instant,3,1736205392,1736205395,1736205395,-21600,iPhone
com.xingin.discover,143,1736205249,1736205392,1736205393,-21600,iPhone
com.zimride.instant,5,1736205244,1736205249,1736205249,-21600,iPhone
com.xingin.discover,138,1736205106,1736205244,1736205245,-21600,iPhone
com.zimride.instant,4,1736205102,1736205106,1736205106,-21600,iPhone
com.xingin.discover,164,1736204938,1736205102,1736205103,-21600,iPhone
com.apple.MobileSMS,4,1736204934,1736204938,1736204938,-21600,iPhone
com.xingin.discover,1,1736204931,1736204932,1736204933,-21600,iPhone
com.zimride.instant,102,1736204827,1736204929,1736204929,-21600,iPhone
com.zimride.instant,22,1736204653,1736204675,1736204676,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,17,1736204635,1736204652,1736204652,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,34,1736204597,1736204631,1736204632,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,86,1736204479,1736204565,1736204566,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,10,1736204448,1736204458,1736204459,-21600,iPhone
com.apple.Notes,1,1736204095,1736204096,1736204097,-21600,MacBook
com.apple.Preview,10,1736204085,1736204095,1736204096,-21600,MacBook
com.apple.finder,3,1736204082,1736204085,1736204086,-21600,MacBook
com.google.Chrome,737,1736203345,1736204082,1736204083,-21600,MacBook
com.ridewithvia.UCA.UniversityOfChicagoRider,39,1736203573,1736203612,1736203612,-21600,iPhone
com.ridewithvia.UCA.UniversityOfChicagoRider,2,1736203389,1736203391,1736203391,-21600,iPhone
com.apple.Notes,2,1736203343,1736203345,1736203345,-21600,MacBook
com.google.Chrome,5,1736203338,1736203343,1736203343,-21600,MacBook
com.apple.Notes,14,1736203324,1736203338,1736203339,-21600,MacBook
com.apple.finder,2,1736203322,1736203324,1736203325,-21600,MacBook
com.apple.Notes,1,1736203321,1736203322,1736203322,-21600,MacBook
com.apple.finder,1,1736203320,1736203321,1736203322,-21600,MacBook
com.google.Chrome,415,1736202905,1736203320,1736203321,-21600,MacBook
com.ridewithvia.UCA.UniversityOfChicagoRider,32,1736202965,1736202997,1736202998,-21600,iPhone
com.apple.Preview,4,1736202901,1736202905,1736202905,-21600,MacBook
com.apple.finder,3,1736202898,1736202901,1736202901,-21600,MacBook
com.google.Chrome,6,1736202892,1736202898,1736202898,-21600,MacBook
com.apple.finder,0,1736202892,1736202892,1736202893,-21600,MacBook
com.apple.Preview,13,1736202879,1736202892,1736202892,-21600,MacBook
com.apple.finder,12,1736202867,1736202879,1736202880,-21600,MacBook
com.google.Chrome,4,1736202863,1736202867,1736202868,-21600,MacBook
com.apple.finder,4,1736202859,1736202863,1736202864,-21600,MacBook
com.google.Chrome,6,1736202853,1736202859,1736202859,-21600,MacBook
com.apple.finder,1,1736202852,1736202853,1736202854,-21600,MacBook
com.apple.Preview,6,1736202846,1736202852,1736202853,-21600,MacBook
com.apple.finder,12,1736202834,1736202846,1736202846,-21600,MacBook
com.google.Chrome,9,1736202825,1736202834,1736202835,-21600,MacBook
com.apple.finder,48,1736202777,1736202825,1736202826,-21600,MacBook
com.google.Chrome,3,1736202774,1736202777,1736202777,-21600,MacBook
com.apple.finder,10,1736202764,1736202774,1736202775,-21600,MacBook
com.google.Chrome,127,1736202637,1736202764,1736202764,-21600,MacBook
com.apple.finder,21,1736202616,1736202637,1736202638,-21600,MacBook
com.google.Chrome,66,1736202550,1736202616,1736202616,-21600,MacBook
com.apple.finder,1,1736202549,1736202550,1736202550,-21600,MacBook
com.microsoft.Outlook,2,1736202547,1736202549,1736202549,-21600,MacBook
com.google.Chrome,58,1736202489,1736202547,1736202547,-21600,MacBook
com.microsoft.Outlook,51,1736202438,1736202489,1736202489,-21600,MacBook
com.google.Chrome,1,1736202437,1736202438,1736202439,-21600,MacBook
com.microsoft.Outlook,62,1736202375,1736202437,1736202438,-21600,MacBook
com.google.Chrome,1,1736202374,1736202375,1736202376,-21600,MacBook
com.microsoft.Outlook,1,1736202373,1736202374,1736202375,-21600,MacBook
com.google.Chrome,1,1736202372,1736202373,1736202373,-21600,MacBook
com.microsoft.Outlook,10,1736202362,1736202372,1736202372,-21600,MacBook
com.apple.finder,1,1736202361,1736202362,1736202362,-21600,MacBook
com.microsoft.Outlook,3,1736202358,1736202361,1736202362,-21600,MacBook
com.google.Chrome,1,1736202357,1736202358,1736202359,-21600,MacBook
com.microsoft.Outlook,23,1736202334,1736202357,1736202358,-21600,MacBook
com.google.Chrome,3,1736202331,1736202334,1736202334,-21600,MacBook
com.microsoft.Outlook,10,1736202321,1736202331,1736202331,-21600,MacBook
com.google.Chrome,1,1736202320,1736202321,1736202321,-21600,MacBook
com.microsoft.Outlook,8,1736202312,1736202320,1736202321,-21600,MacBook
com.google.Chrome,14,1736202298,1736202312,1736202313,-21600,MacBook
com.microsoft.Outlook,38,1736202260,1736202298,1736202298,-21600,MacBook
com.google.Chrome,6,1736202254,1736202260,1736202260,-21600,MacBook
com.microsoft.Outlook,44,1736202210,1736202254,1736202254,-21600,MacBook
com.apple.finder,1,1736202209,1736202210,1736202211,-21600,MacBook
com.google.Chrome,24,1736202185,1736202209,1736202209,-21600,MacBook
com.apple.finder,1,1736202184,1736202185,1736202186,-21600,MacBook
com.tencent.xinWeChat,42,1736202142,1736202184,1736202184,-21600,MacBook
com.tencent.xin,2,1736202178,1736202180,1736202181,-21600,iPhone
com.apple.Preferences,20,1736202156,1736202176,1736202177,-21600,iPhone
com.bestbuy.buyphone,5,1736202150,1736202155,1736202155,-21600,iPhone
com.ubercab.UberEats,5,1736202145,1736202150,1736202151,-21600,iPhone
com.ubercab.UberEats,18,1736202001,1736202019,1736202020,-21600,iPhone
com.apple.weather,17,1736201984,1736202001,1736202002,-21600,iPhone
com.ubercab.UberEats,0,1736201982,1736201982,1736201983,-21600,iPhone
com.tencent.xin,7,1736201971,1736201978,1736201978,-21600,iPhone
com.apple.finder,1,1736201966,1736201967,1736201968,-21600,MacBook
com.google.Chrome,2,1736201964,1736201966,1736201966,-21600,MacBook
com.microsoft.Outlook,2,1736201962,1736201964,1736201965,-21600,MacBook
com.apple.finder,2,1736201960,1736201962,1736201962,-21600,MacBook
com.microsoft.Outlook,14,1736201946,1736201960,1736201961,-21600,MacBook
com.apple.finder,1,1736201945,1736201946,1736201947,-21600,MacBook
com.microsoft.Outlook,0,1736201945,1736201945,1736201946,-21600,MacBook
com.apple.finder,1,1736201944,1736201945,1736201945,-21600,MacBook
com.microsoft.Outlook,18,1736201926,1736201944,1736201945,-21600,MacBook
com.google.Chrome,14,1736201912,1736201926,1736201926,-21600,MacBook
com.microsoft.Outlook,36,1736201876,1736201912,1736201913,-21600,MacBook
com.google.Chrome,4,1736201872,1736201876,1736201877,-21600,MacBook
com.tencent.xinWeChat,33,1736201839,1736201872,1736201872,-21600,MacBook
com.tencent.xin,12,1736201829,1736201841,1736201842,-21600,iPhone
com.google.Chrome,16,1736201823,1736201839,1736201840,-21600,MacBook
com.ubercab.UberEats,5,1736201824,1736201829,1736201830,-21600,iPhone
com.tencent.xinWeChat,2,1736201821,1736201823,1736201824,-21600,MacBook
com.google.Chrome,18,1736201803,1736201821,1736201822,-21600,MacBook
com.tencent.xinWeChat,1,1736201802,1736201803,1736201803,-21600,MacBook
com.google.Chrome,0,1736201802,1736201802,1736201803,-21600,MacBook
com.microsoft.Outlook,4,1736201798,1736201802,1736201803,-21600,MacBook
com.google.Chrome,50,1736201748,1736201798,1736201799,-21600,MacBook
com.ubercab.UberEats,35,1736201747,1736201782,1736201782,-21600,iPhone
tv.danmaku.bilianime,5,1736201740,1736201745,1736201745,-21600,iPhone
com.microsoft.Office.Outlook,43,1736201693,1736201736,1736201737,-21600,iPhone
com.instructure.icanvas,1,1736201691,1736201692,1736201692,-21600,iPhone
com.tencent.xin,3,1736201687,1736201690,1736201691,-21600,iPhone
com.microsoft.Outlook,19,1736201644,1736201663,1736201663,-21600,MacBook
com.google.Chrome,5,1736201639,1736201644,1736201645,-21600,MacBook
com.microsoft.Outlook,7,1736201632,1736201639,1736201639,-21600,MacBook
com.google.Chrome,201,1736201431,1736201632,1736201633,-21600,MacBook
com.microsoft.Outlook,64,1736201367,1736201431,1736201431,-21600,MacBook
com.google.Chrome,5,1736201362,1736201367,1736201367,-21600,MacBook
com.microsoft.Outlook,1,1736201361,1736201362,1736201363,-21600,MacBook
com.google.Chrome,13,1736201348,1736201361,1736201362,-21600,MacBook
com.microsoft.Outlook,6,1736201342,1736201348,1736201348,-21600,MacBook
com.google.Chrome,1,1736201341,1736201342,1736201343,-21600,MacBook
com.microsoft.Outlook,15,1736201326,1736201341,1736201342,-21600,MacBook
com.google.Chrome,11,1736201315,1736201326,1736201327,-21600,MacBook
com.microsoft.Outlook,2,1736201313,1736201315,1736201315,-21600,MacBook
com.google.Chrome,28,1736201285,1736201313,1736201313,-21600,MacBook
com.microsoft.Outlook,3,1736201282,1736201285,1736201285,-21600,MacBook
com.google.Chrome,21,1736201261,1736201282,1736201283,-21600,MacBook
com.microsoft.Outlook,9,1736201252,1736201261,1736201262,-21600,MacBook
com.apple.finder,0,1736201252,1736201252,1736201256,-21600,MacBook
com.google.Chrome,8,1736201244,1736201252,1736201256,-21600,MacBook
com.tencent.xin,99,1736201146,1736201245,1736201245,-21600,iPhone
com.tencent.xin,12,1736201134,1736201146,1736201146,-21600,iPhone
com.instructure.icanvas,7,1736201075,1736201082,1736201083,-21600,iPhone
com.microsoft.Office.Outlook,17,1736201058,1736201075,1736201076,-21600,iPhone
com.instructure.icanvas,1,1736201057,1736201058,1736201059,-21600,iPhone
com.microsoft.Office.Outlook,111,1736200941,1736201052,1736201053,-21600,iPhone
com.microsoft.Office.Outlook,10,1736197830,1736197840,1736197841,-21600,iPhone
com.google.Chrome,38,1736197275,1736197313,1736197314,-21600,MacBook
com.apple.PassbookUIService,31,1736197062,1736197093,1736197094,-21600,iPhone
com.microsoft.Office.Outlook,32,1736197061,1736197093,1736197094,-21600,iPhone
com.microsoft.Office.Outlook,2,1736197022,1736197024,1736197024,-21600,iPhone
com.microsoft.Office.Outlook,10,1736196947,1736196957,1736196958,-21600,iPhone
com.apple.PassbookUIService,30,1736196880,1736196910,1736196911,-21600,iPhone
com.google.Chrome,32,1736196868,1736196900,1736196900,-21600,MacBook
com.microsoft.Office.Outlook,3,1736196873,1736196876,1736196877,-21600,iPhone
com.valvesoftware.steam,1,1736196867,1736196868,1736196869,-21600,MacBook
com.apple.finder,4,1736196863,1736196867,1736196868,-21600,MacBook
com.google.Chrome,12,1736196851,1736196863,1736196864,-21600,MacBook
com.apple.finder,21,1736196830,1736196851,1736196852,-21600,MacBook
com.microsoft.Office.Outlook,67,1736196668,1736196735,1736196735,-21600,iPhone
com.google.calendar,3,1736196662,1736196665,1736196665,-21600,iPhone
com.google.calendar,6,1736196655,1736196661,1736196662,-21600,iPhone
com.netease.cloudmusic,14,1736196640,1736196654,1736196654,-21600,iPhone
com.netease.cloudmusic,1,1736196637,1736196638,1736196639,-21600,iPhone
com.netease.cloudmusic,26,1736196609,1736196635,1736196636,-21600,iPhone
com.google.chrome.ios,13,1736196592,1736196605,1736196606,-21600,iPhone
com.google.chrome.ios,12,1736196578,1736196590,1736196591,-21600,iPhone
com.microsoft.Office.Outlook,97,1736196481,1736196578,1736196578,-21600,iPhone
com.netease.cloudmusic,20,1736196461,1736196481,1736196482,-21600,iPhone
com.apple.Preferences,8,1736196449,1736196457,1736196457,-21600,iPhone
com.apple.mobiletimer,1,1736196447,1736196448,1736196449,-21600,iPhone
com.apple.mobiletimer,5,1736196324,1736196329,1736196329,-21600,iPhone
com.microsoft.Office.Outlook,2,1736196322,1736196324,1736196325,-21600,iPhone
com.google.calendar,5,1736196317,1736196322,1736196323,-21600,iPhone
com.google.calendar,1,1736196277,1736196278,1736196279,-21600,iPhone
com.google.calendar,9,1736196267,1736196276,1736196277,-21600,iPhone
tv.danmaku.bilianime,2,1736196263,1736196265,1736196266,-21600,iPhone
tv.danmaku.bilianime,0,1736195789,1736195789,1736195790,-21600,iPhone
tv.danmaku.bilianime,4,1736195732,1736195736,1736195736,-21600,iPhone
tv.danmaku.bilianime,6,1736195694,1736195700,1736195700,-21600,iPhone
tv.danmaku.bilianime,558,1736195132,1736195690,1736195691,-21600,iPhone
com.apple.mobilenotes,1,1736195129,1736195130,1736195131,-21600,iPhone
com.ubercab.UberEats,194,1736194932,1736195126,1736195126,-21600,iPhone
com.apple.PassbookUIService,8,1736195098,1736195106,1736195107,-21600,iPhone
com.apple.mobilenotes,4,1736194928,1736194932,1736194933,-21600,iPhone
com.ubercab.UberEats,10,1736194918,1736194928,1736194928,-21600,iPhone
com.ubercab.UberEats,2,1736194916,1736194918,1736194918,-21600,iPhone
com.google.calendar,7,1736194906,1736194913,1736194914,-21600,iPhone
com.apple.mobilenotes,2,1736194904,1736194906,1736194907,-21600,iPhone
com.apple.camera,11,1736194889,1736194900,1736194901,-21600,iPhone
com.apple.camera,2,1736194883,1736194885,1736194886,-21600,iPhone
com.netease.cloudmusic,11,1736194772,1736194783,1736194784,-21600,iPhone
com.apple.finder,46,1736194598,1736194644,1736194644,-21600,MacBook
com.netease.cloudmusic,7,1736194630,1736194637,1736194638,-21600,iPhone
com.apple.Preferences,8,1736194622,1736194630,1736194631,-21600,iPhone
com.netease.cloudmusic,4,1736194617,1736194621,1736194621,-21600,iPhone
com.apple.Preferences,2,1736194614,1736194616,1736194616,-21600,iPhone
com.microsoft.Office.Outlook,13,1736194601,1736194614,1736194614,-21600,iPhone
com.google.Chrome,40,1736194558,1736194598,1736194599,-21600,MacBook
com.apple.finder,9,1736194549,1736194558,1736194558,-21600,MacBook
com.microsoft.Outlook,3,1736194546,1736194549,1736194549,-21600,MacBook
com.google.Chrome,66,1736194480,1736194546,1736194547,-21600,MacBook
